constituency_id,constituency_name,coord_one,coord_two,region_code,country_code,electorate_id,population,elected_mp_party_name,elected_mp_party,color
E14000845,North East Hertfordshire,6,-3,EA,UKH,74000,100639,Conservative,Con,#005af0
E14000846,North East Somerset,-6,-10,SW,UKK,69380,93654,Conservative,Con,#005af0
E14000847,North Herefordshire,-8,-4,WM,UKG,67926,89604,Conservative,Con,#005af0
E14000848,North Norfolk,6,2,EA,UKH,68867,86991,Liberal Democrats,LD,#ffa331
E14000849,North Shropshire,-8,0,WM,UKG,78858,109100,Conservative,Con,#005af0
E14000850,North Somerset,-9,-11,SW,UKK,80161,101910,Conservative,Con,#005af0
E14000851,North Swindon,-5,-7,SW,UKK,80983,112237,Conservative,Con,#005af0
E14000852,North Thanet,13,-10,SE,UKJ,71478,98218,Conservative,Con,#005af0
E14000853,North Tyneside,-1,16,NE,UKC,79300,104399,Labour,Lab,#dd0018
E14000854,North Warwickshire,-1,-1,WM,UKG,70152,92833,Conservative,Con,#005af0
E14000855,North West Cambridgeshire,5,-1,EA,UKH,90318,133227,Conservative,Con,#005af0
E14000856,North West Durham,-3,13,NE,UKC,69816,94105,Labour,Lab,#dd0018
E14000857,North West Hampshire,-4,-10,SE,UKJ,79223,107227,Conservative,Con,#005af0
E14000858,North West Leicestershire,0,0,EM,UKF,72193,100109,Conservative,Con,#005af0
E14000859,North West Norfolk,5,1,EA,UKH,74402,98029,Conservative,Con,#005af0
E14000860,North Wiltshire,-5,-8,SW,UKK,67851,94290,Conservative,Con,#005af0
E14000861,Northampton North,3,-2,EM,UKF,59144,88634,Conservative,Con,#005af0
E14000862,Northampton South,2,-3,EM,UKF,61287,101461,Conservative,Con,#005af0
E14000863,Norwich North,7,1,EA,UKH,64515,89235,Conservative,Con,#005af0
E14000864,Norwich South,8,0,EA,UKH,74875,103284,Labour,Lab,#dd0018
E14000865,Nottingham East,2,1,EM,UKF,60464,109797,Labour,Lab,#dd0018
E14000866,Nottingham North,2,2,EM,UKF,65918,100690,Labour,Lab,#dd0018
E14000867,Nottingham South,1,1,EM,UKF,68987,118722,Labour,Lab,#dd0018
E14000868,Nuneaton,0,-2,WM,UKG,68037,93717,Conservative,Con,#005af0
E14000869,Old Bexley and Sidcup,9,-12,LO,UKI,66035,89400,Conservative,Con,#005af0
E14000870,Oldham East and Saddleworth,-5,7,NW,UKD,71475,105960,Labour,Lab,#dd0018
E14000871,Oldham West and Royton,-6,7,NW,UKD,71652,107334,Labour,Lab,#dd0018
E14000872,Orpington,8,-14,LO,UKI,68129,91917,Conservative,Con,#005af0
E14000873,Oxford East,0,-5,SE,UKJ,78978,123350,Labour,Lab,#dd0018
E14000874,Oxford West and Abingdon,0,-6,SE,UKJ,76174,109678,Conservative,Con,#005af0
E14000875,Pendle,-5,11,NW,UKD,64573,90696,Conservative,Con,#005af0
E14000876,Penistone and Stocksbridge,-3,6,YH,UKE,70817,89284,Labour,Lab,#dd0018
E14000877,Penrith and The Border,-5,15,NW,UKD,65209,82409,Conservative,Con,#005af0
E14000878,Peterborough,5,0,EA,UKH,72530,122987,Conservative,Con,#005af0
E14000879,"Plymouth, Moor View",-13,-15,SW,UKK,68246,93933,Conservative,Con,#005af0
E14000880,"Plymouth, Sutton and Devonport",-13,-16,SW,UKK,73274,114519,Conservative,Con,#005af0
E14000881,Poole,-9,-13,SW,UKK,72557,98567,Conservative,Con,#005af0
E14000882,Poplar and Limehouse,8,-10,LO,UKI,82081,161144,Labour,Lab,#dd0018
E14000883,Portsmouth North,-3,-13,SE,UKJ,73105,100174,Conservative,Con,#005af0
E14000884,Portsmouth South,-2,-14,SE,UKJ,71639,114544,Conservative,Con,#005af0
E14000885,Preston,-7,11,NW,UKD,59981,96426,Labour,Lab,#dd0018
E14000886,Pudsey,-1,10,YH,UKE,70533,91879,Conservative,Con,#005af0
E14000887,Putney,3,-12,LO,UKI,63923,98091,Conservative,Con,#005af0
E14000888,Rayleigh and Wickford,9,-5,EA,UKH,77174,101041,Conservative,Con,#005af0
E14000889,Reading East,-3,-7,SE,UKJ,73232,115284,Conservative,Con,#005af0
E14000890,Reading West,-3,-8,SE,UKJ,72567,104157,Conservative,Con,#005af0
E14000891,Redcar,1,13,NE,UKC,64826,87215,Labour,Lab,#dd0018
E14000892,Redditch,-4,-6,WM,UKG,65531,90889,Conservative,Con,#005af0
E14000893,Reigate,2,-14,SE,UKJ,73429,106027,Conservative,Con,#005af0
E14000894,Ribble Valley,-3,12,NW,UKD,77379,99620,Conservative,Con,#005af0
E14000895,Richmond (Yorks),-3,11,YH,UKE,79062,109492,Conservative,Con,#005af0
E14000896,Richmond Park,1,-12,LO,UKI,77303,125093,Conservative,Con,#005af0
E14000897,Rochdale,-4,8,NW,UKD,77248,111859,Labour,Lab,#dd0018
E14000898,Rochester and Strood,11,-10,SE,UKJ,77119,112916,Conservative,Con,#005af0
E14000899,Rochford and Southend East,10,-5,EA,UKH,71935,105200,Conservative,Con,#005af0
E14000900,Romford,7,-7,LO,UKI,72594,104539,Conservative,Con,#005af0
E14000901,Romsey and Southampton North,-5,-11,SE,UKJ,66519,91141,Conservative,Con,#005af0
E14000902,Rossendale and Darwen,-5,9,NW,UKD,73779,98020,Conservative,Con,#005af0
E14000903,Rother Valley,1,4,YH,UKE,74275,96352,Labour,Lab,#dd0018
E14000904,Rotherham,0,5,YH,UKE,63698,91706,Labour,Lab,#dd0018
E14000905,Rugby,0,-3,WM,UKG,71655,102733,Conservative,Con,#005af0
E14000906,"Ruislip, Northwood and Pinner",1,-7,LO,UKI,73216,97520,Conservative,Con,#005af0
E14000907,Runnymede and Weybridge,-1,-12,SE,UKJ,73771,108976,Conservative,Con,#005af0
E14000908,Rushcliffe,3,1,EM,UKF,73278,98568,Conservative,Con,#005af0
E14000909,Rutland and Melton,4,2,EM,UKF,79693,104112,Conservative,Con,#005af0
E14000910,Saffron Walden,7,-2,EA,UKH,80615,111701,Conservative,Con,#005af0
E14000911,Salford and Eccles,-7,5,NW,UKD,74291,117990,Labour,Lab,#dd0018
E14000912,Salisbury,-6,-11,SW,UKK,69582,96573,Conservative,Con,#005af0
E14000913,Scarborough and Whitby,2,11,YH,UKE,73511,96695,Conservative,Con,#005af0
E14000914,Scunthorpe,2,6,YH,UKE,64025,91641,Labour,Lab,#dd0018
E14000915,Sedgefield,-1,13,NE,UKC,62844,84279,Labour,Lab,#dd0018
E14000916,Sefton Central,-9,8,NW,UKD,67744,83315,Labour,Lab,#dd0018
E14000917,Selby and Ainsty,2,8,YH,UKE,76082,101373,Conservative,Con,#005af0
E14000918,Sevenoaks,9,-13,SE,UKJ,71958,96949,Conservative,Con,#005af0
E14000919,Sheffield Central,-1,4,YH,UKE,72321,130085,Labour,Lab,#dd0018
E14000920,Sheffield South East,0,4,YH,UKE,70422,94106,Labour,Lab,#dd0018
E14000921,"Sheffield, Brightside and Hillsborough",-2,5,YH,UKE,70874,112154,Labour,Lab,#dd0018
E14000922,"Sheffield, Hallam",-3,5,YH,UKE,72351,92386,Liberal Democrats,LD,#ffa331
E14000923,"Sheffield, Heeley",-2,4,YH,UKE,67950,94955,Labour,Lab,#dd0018
E14000924,Sherwood,2,3,EM,UKF,73349,100376,Conservative,Con,#005af0
E14000925,Shipley,-2,10,YH,UKE,70464,95974,Conservative,Con,#005af0
E14000926,Shrewsbury and Atcham,-9,-1,WM,UKG,76400,106407,Conservative,Con,#005af0
E14000927,Sittingbourne and Sheppey,12,-10,SE,UKJ,76018,117975,Conservative,Con,#005af0
E14000928,Skipton and Ripon,-4,11,YH,UKE,76645,99840,Conservative,Con,#005af0
E14000929,Sleaford and North Hykeham,4,4,EM,UKF,87972,118053,Conservative,Con,#005af0
E14000930,Slough,-2,-8,SE,UKJ,86366,142082,Labour,Lab,#dd0018
E14000931,Solihull,-2,-4,WM,UKG,77956,102258,Conservative,Con,#005af0
E14000932,Somerton and Frome,-8,-11,SW,UKK,83281,106834,Conservative,Con,#005af0
E14000933,South Basildon and East Thurrock,9,-7,EA,UKH,71155,100461,Conservative,Con,#005af0
E14000934,South Cambridgeshire,6,-2,EA,UKH,84132,115828,Conservative,Con,#005af0
E14000935,South Derbyshire,-2,1,EM,UKF,73923,102385,Conservative,Con,#005af0
E14000936,South Dorset,-9,-15,SW,UKK,71534,93451,Conservative,Con,#005af0
E14000937,South East Cambridgeshire,7,-1,EA,UKH,84570,120504,Conservative,Con,#005af0
E14000938,South East Cornwall,-14,-15,SW,UKK,71071,89989,Conservative,Con,#005af0
E14000939,South Holland and The Deepings,4,3,EM,UKF,76460,107467,Conservative,Con,#005af0
E14000940,South Leicestershire,1,-2,EM,UKF,76851,105253,Conservative,Con,#005af0
E14000941,South Norfolk,9,0,EA,UKH,80721,107778,Conservative,Con,#005af0
E14000942,South Northamptonshire,2,-4,EM,UKF,85781,117338,Conservative,Con,#005af0
E14000943,South Ribble,-8,9,NW,UKD,76489,99596,Conservative,Con,#005af0
E14000944,South Shields,0,16,NE,UKC,62730,83621,Labour,Lab,#dd0018
E14000945,South Staffordshire,-6,0,WM,UKG,72771,97353,Conservative,Con,#005af0
E14000946,South Suffolk,10,-1,EA,UKH,73836,94900,Conservative,Con,#005af0
E14000947,South Swindon,-4,-8,SW,UKK,73926,108126,Conservative,Con,#005af0
E14000948,South Thanet,13,-11,SE,UKJ,70970,101730,Conservative,Con,#005af0
E14000949,South West Bedfordshire,3,-5,EA,UKH,79285,111581,Conservative,Con,#005af0
E14000950,South West Devon,-13,-14,SW,UKK,71035,89446,Conservative,Con,#005af0
E14000951,South West Hertfordshire,3,-6,EA,UKH,79668,110191,Conservative,Con,#005af0
E14000952,South West Norfolk,7,0,EA,UKH,76970,109166,Conservative,Con,#005af0
E14000953,South West Surrey,-2,-12,SE,UKJ,77548,106199,Conservative,Con,#005af0
E14000954,South West Wiltshire,-7,-11,SW,UKK,73018,103010,Conservative,Con,#005af0
E14000955,"Southampton, Itchen",-5,-13,SE,UKJ,72281,110014,Conservative,Con,#005af0
E14000956,"Southampton, Test",-5,-12,SE,UKJ,70270,112751,Labour,Lab,#dd0018
E14000957,Southend West,10,-6,EA,UKH,66876,92501,Conservative,Con,#005af0
E14000958,Southport,-9,9,NW,UKD,67326,92050,Liberal Democrats,LD,#ffa331
E14000959,Spelthorne,-1,-11,SE,UKJ,71592,99120,Conservative,Con,#005af0
E14000960,St Albans,6,-5,EA,UKH,75825,103086,Conservative,Con,#005af0
E14000961,St Austell and Newquay,-15,-15,SW,UKK,76607,106443,Conservative,Con,#005af0
E14000962,St Helens North,-9,5,NW,UKD,75262,98708,Labour,Lab,#dd0018
E14000963,St Helens South and Whiston,-9,4,NW,UKD,77720,102854,Labour,Lab,#dd0018
E14000964,St Ives,-16,-16,SW,UKK,65570,87250,Conservative,Con,#005af0
E14000965,Stafford,-4,0,WM,UKG,68705,97986,Conservative,Con,#005af0
E14000966,Staffordshire Moorlands,-3,2,WM,UKG,63104,78763,Conservative,Con,#005af0
E14000967,Stalybridge and Hyde,-4,6,NW,UKD,71357,94171,Labour,Lab,#dd0018
E14000968,Stevenage,6,-4,EA,UKH,70597,98200,Conservative,Con,#005af0
E14000969,Stockport,-5,4,NW,UKD,63931,88745,Labour,Lab,#dd0018
E14000970,Stockton North,0,13,NE,UKC,66126,92763,Labour,Lab,#dd0018
E14000971,Stockton South,0,12,NE,UKC,75111,103724,Conservative,Con,#005af0
E14000972,Stoke-on-Trent Central,-4,1,WM,UKG,60634,85975,Labour,Lab,#dd0018
E14000973,Stoke-on-Trent North,-4,2,WM,UKG,71438,99306,Labour,Lab,#dd0018
E14000974,Stoke-on-Trent South,-3,0,WM,UKG,68091,90359,Labour,Lab,#dd0018
E14000975,Stone,-5,0,WM,UKG,67339,85555,Conservative,Con,#005af0
E14000976,Stourbridge,-5,-4,WM,UKG,69077,90208,Conservative,Con,#005af0
E14000977,Stratford-on-Avon,-3,-6,WM,UKG,71304,92178,Conservative,Con,#005af0
E14000978,Streatham,4,-13,LO,UKI,79137,123997,Labour,Lab,#dd0018
E14000979,Stretford and Urmston,-7,4,NW,UKD,69026,100958,Labour,Lab,#dd0018
E14000980,Stroud,-6,-7,SW,UKK,80544,104822,Conservative,Con,#005af0
E14000981,Suffolk Coastal,9,1,EA,UKH,77816,102482,Conservative,Con,#005af0
E14000982,Sunderland Central,0,15,NE,UKC,72950,101578,Labour,Lab,#dd0018
E14000983,Surrey Heath,-1,-10,SE,UKJ,79515,109004,Conservative,Con,#005af0
E14000984,Sutton and Cheam,2,-13,LO,UKI,69228,101463,Conservative,Con,#005af0
E14000985,Sutton Coldfield,-2,-1,WM,UKG,74956,94906,Conservative,Con,#005af0
E14000986,Tamworth,-1,0,WM,UKG,71913,95401,Conservative,Con,#005af0
E14000987,Tatton,-6,2,NW,UKD,65004,86010,Conservative,Con,#005af0
E14000988,Taunton Deane,-10,-13,SW,UKK,83221,117423,Conservative,Con,#005af0
E14000989,Telford,-8,-1,WM,UKG,66166,96290,Conservative,Con,#005af0
E14000990,Tewkesbury,-6,-6,SW,UKK,78910,106198,Conservative,Con,#005af0
E14000991,The Cotswolds,-5,-6,SW,UKK,78290,100817,Conservative,Con,#005af0
E14000992,The Wrekin,-7,0,WM,UKG,65942,95165,Conservative,Con,#005af0
E14000993,Thirsk and Malton,1,11,YH,UKE,77451,100911,Conservative,Con,#005af0
E14000994,Thornbury and Yate,-8,-7,SW,UKK,66066,86444,Conservative,Con,#005af0
E14000995,Thurrock,8,-7,EA,UKH,77559,128157,Conservative,Con,#005af0
E14000996,Tiverton and Honiton,-11,-13,SW,UKK,76270,101980,Conservative,Con,#005af0
E14000997,Tonbridge and Malling,10,-12,SE,UKJ,74877,105463,Conservative,Con,#005af0
E14000998,Tooting,3,-13,LO,UKI,76782,109451,Labour,Lab,#dd0018
E14000999,Torbay,-12,-15,SW,UKK,76350,99901,Conservative,Con,#005af0
E14001000,Torridge and West Devon,-14,-13,SW,UKK,78621,101604,Conservative,Con,#005af0
E14001001,Totnes,-12,-16,SW,UKK,68630,85858,Conservative,Con,#005af0
E14001002,Tottenham,4,-8,LO,UKI,70803,142569,Labour,Lab,#dd0018
E14001003,Truro and Falmouth,-15,-16,SW,UKK,73601,95669,Conservative,Con,#005af0
E14001004,Tunbridge Wells,10,-13,SE,UKJ,73429,107914,Conservative,Con,#005af0
E14001005,Twickenham,0,-12,LO,UKI,80250,117932,Conservative,Con,#005af0
E14001006,Tynemouth,-1,17,NE,UKC,77524,100074,Labour,Lab,#dd0018
E14001007,Uxbridge and South Ruislip,0,-8,LO,UKI,70631,110148,Conservative,Con,#005af0
E14001008,Vauxhall,5,-12,LO,UKI,82231,122334,Labour,Lab,#dd0018
E14001009,Wakefield,-1,7,YH,UKE,70521,99280,Labour,Lab,#dd0018
E14001010,Wallasey,-11,3,NW,UKD,65495,90343,Labour,Lab,#dd0018
E14001011,Walsall North,-6,-1,WM,UKG,67080,99247,Labour,Lab,#dd0018
E14001012,Walsall South,-5,-1,WM,UKG,67743,104514,Labour,Lab,#dd0018
E14001013,Walthamstow,5,-8,LO,UKI,67015,117946,Labour,Lab,#dd0018
E14001014,Wansbeck,-3,17,NE,UKC,60705,82231,Labour,Lab,#dd0018
E14001015,Wantage,-2,-6,SE,UKJ,82931,117983,Conservative,Con,#005af0
E14001016,Warley,-5,-3,WM,UKG,63738,98304,Labour,Lab,#dd0018
E14001017,Warrington North,-8,4,NW,UKD,72104,97017,Labour,Lab,#dd0018
E14001018,Warrington South,-8,3,NW,UKD,84767,112687,Conservative,Con,#005af0
E14001019,Warwick and Leamington,-1,-5,WM,UKG,71578,99849,Conservative,Con,#005af0
E14001020,Washington and Sunderland West,-2,15,NE,UKC,68190,88096,Labour,Lab,#dd0018
E14001021,Watford,7,-6,EA,UKH,83535,122153,Conservative,Con,#005af0
E14001022,Waveney,8,1,EA,UKH,80166,104861,Conservative,Con,#005af0
E14001023,Wealden,11,-13,SE,UKJ,80236,108729,Conservative,Con,#005af0
E14001024,Weaver Vale,-7,2,NW,UKD,68407,89411,Conservative,Con,#005af0
E14001025,Wellingborough,4,-1,EM,UKF,74317,113099,Conservative,Con,#005af0
E14001026,Wells,-10,-12,SW,UKK,79405,106881,Conservative,Con,#005af0
E14001027,Welwyn Hatfield,7,-4,EA,UKH,73247,116869,Conservative,Con,#005af0
E14001028,Wentworth and Dearne,-1,5,YH,UKE,74283,98554,Labour,Lab,#dd0018
E14001029,West Bromwich East,-4,-2,WM,UKG,63637,93365,Labour,Lab,#dd0018
E14001030,West Bromwich West,-5,-2,WM,UKG,65524,95418,Labour,Lab,#dd0018
E14001031,West Dorset,-9,-14,SW,UKK,78000,98090,Conservative,Con,#005af0
E14001032,West Ham,6,-9,LO,UKI,90640,185200,Labour,Lab,#dd0018
E14001033,West Lancashire,-8,8,NW,UKD,70906,97626,Labour,Lab,#dd0018
E14001034,West Suffolk,8,-1,EA,UKH,76198,121071,Conservative,Con,#005af0
E14001035,West Worcestershire,-7,-4,WM,UKG,73394,95096,Conservative,Con,#005af0
E14001036,Westminster North,3,-11,LO,UKI,62346,129527,Labour,Lab,#dd0018
E14001037,Westmorland and Lonsdale,-4,13,NW,UKD,65857,84614,Liberal Democrats,LD,#ffa331
E14001038,Weston-Super-Mare,-9,-12,SW,UKK,80309,110924,Conservative,Con,#005af0
E14001039,Wigan,-7,8,NW,UKD,75990,104158,Labour,Lab,#dd0018
E14001040,Wimbledon,2,-12,LO,UKI,65853,99220,Conservative,Con,#005af0
E14001041,Winchester,-4,-11,SE,UKJ,74119,102044,Conservative,Con,#005af0
E14001042,Windsor,-2,-9,SE,UKJ,71538,105669,Conservative,Con,#005af0
E14001043,Wirral South,-9,2,NW,UKD,56956,72991,Labour,Lab,#dd0018
E14001044,Wirral West,-11,2,NW,UKD,55377,69375,Labour,Lab,#dd0018
E14001045,Witham,10,-4,EA,UKH,67090,91545,Conservative,Con,#005af0
E14001046,Witney,-1,-6,SE,UKJ,79767,109266,Conservative,Con,#005af0
E14001047,Woking,-2,-11,SE,UKJ,74269,108197,Conservative,Con,#005af0
E14001048,Wokingham,-4,-9,SE,UKJ,77881,109445,Conservative,Con,#005af0
E14001049,Wolverhampton North East,-7,-1,WM,UKG,61065,90944,Labour,Lab,#dd0018
E14001050,Wolverhampton South East,-6,-2,WM,UKG,62556,93652,Labour,Lab,#dd0018
E14001051,Wolverhampton South West,-7,-2,WM,UKG,60368,87774,Labour,Lab,#dd0018
E14001052,Worcester,-6,-5,WM,UKG,72461,102314,Conservative,Con,#005af0
E14001053,Workington,-5,14,NW,UKD,58615,79433,Labour,Lab,#dd0018
E14001054,Worsley and Eccles South,-8,5,NW,UKD,72177,103048,Labour,Lab,#dd0018
E14001055,Worthing West,3,-15,SE,UKJ,75617,98911,Conservative,Con,#005af0
E14001056,Wycombe,-1,-7,SE,UKJ,76371,111353,Conservative,Con,#005af0
E14001057,Wyre and Preston North,-6,11,NW,UKD,70637,89672,Conservative,Con,#005af0
E14001058,Wyre Forest,-8,-3,WM,UKG,77407,100715,Conservative,Con,#005af0
E14001059,Wythenshawe and Sale East,-6,3,NW,UKD,75994,108336,Labour,Lab,#dd0018
E14001060,Yeovil,-10,-14,SW,UKK,82447,111055,Conservative,Con,#005af0
E14001061,York Central,0,11,YH,UKE,75351,111937,Labour,Lab,#dd0018
E14001062,York Outer,-1,11,YH,UKE,78561,96226,Conservative,Con,#005af0
N06000001,Belfast East,-14,13,NI,UKN,63157,95193,Others,Others,#909090
N06000002,Belfast North,-14,14,NI,UKN,68553,104231,Others,Others,#909090
N06000003,Belfast South,-14,12,NI,UKN,64927,114391,Others,Others,#909090
N06000004,Belfast West,-15,13,NI,UKN,62697,94620,Others,Others,#909090
N06000005,East Antrim,-14,15,NI,UKN,62811,90196,Others,Others,#909090
N06000006,East Londonderry,-16,15,NI,UKN,66926,101534,Others,Others,#909090
N06000007,Fermanagh and South Tyrone,-17,13,NI,UKN,70108,107878,Others,Others,#909090
N06000008,Foyle,-17,15,NI,UKN,70036,103075,Others,Others,#909090
N06000009,Lagan Valley,-15,12,NI,UKN,71152,107881,Others,Others,#909090
N06000010,Mid Ulster,-16,14,NI,UKN,67832,103611,Others,Others,#909090
N06000011,Newry and Armagh,-15,11,NI,UKN,77633,119091,Others,Others,#909090
N06000012,North Antrim,-15,15,NI,UKN,75876,111886,Others,Others,#909090
N06000013,North Down,-13,14,NI,UKN,64207,91330,Others,Others,#909090
N06000014,South Antrim,-15,14,NI,UKN,67425,102756,Others,Others,#909090
N06000015,South Down,-13,12,NI,UKN,75220,112809,Others,Others,#909090
N06000016,Strangford,-13,13,NI,UKN,64289,91308,Others,Others,#909090
N06000017,Upper Bann,-16,12,NI,UKN,80060,126134,Others,Others,#909090
N06000018,West Tyrone,-17,14,NI,UKN,63856,92910,Others,Others,#909090
S14000001,Aberdeen North,-4,25,SC,UKM,67745,100606,SNP,SNP,#fff293
S14000002,Aberdeen South,-3,24,SC,UKM,68056,97610,SNP,SNP,#fff293
S14000003,Airdrie and Shotts,-7,20,SC,UKM,66792,87809,SNP,SNP,#fff293
S14000004,Angus,-5,23,SC,UKM,65792,86637,SNP,SNP,#fff293
S14000005,Argyll and Bute,-8,23,SC,UKM,68875,87660,SNP,SNP,#fff293
S14000006,"Ayr, Carrick and Cumnock",-8,16,SC,UKM,72995,92472,SNP,SNP,#fff293
S14000007,Banff and Buchan,-5,24,SC,UKM,68609,92185,SNP,SNP,#fff293
S14000008,"Berwickshire, Roxburgh and Selkirk",-5,17,SC,UKM,74214,94586,SNP,SNP,#fff293
S14000009,"Caithness, Sutherland and Easter Ross",-6,26,SC,UKM,47558,61311,SNP,SNP,#fff293
S14000010,Central Ayrshire,-10,17,SC,UKM,70021,88413,SNP,SNP,#fff293
S14000011,"Coatbridge, Chryston and Bellshill",-8,20,SC,UKM,73894,96764,SNP,SNP,#fff293
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",-8,21,SC,UKM,67088,85602,SNP,SNP,#fff293
S14000013,Dumfries and Galloway,-6,16,SC,UKM,75249,94932,SNP,SNP,#fff293
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",-5,16,SC,UKM,68483,86993,SNP,SNP,#fff293
S14000015,Dundee East,-5,22,SC,UKM,67822,90377,SNP,SNP,#fff293
S14000016,Dundee West,-6,23,SC,UKM,65927,87906,SNP,SNP,#fff293
S14000017,Dunfermline and West Fife,-6,21,SC,UKM,78037,99724,SNP,SNP,#fff293
S14000018,East Dunbartonshire,-8,22,SC,UKM,66966,82662,SNP,SNP,#fff293
S14000019,"East Kilbride, Strathaven and Lesmahagow",-8,17,SC,UKM,83205,99275,SNP,SNP,#fff293
S14000020,East Lothian,-4,18,SC,UKM,79481,102050,SNP,SNP,#fff293
S14000021,East Renfrewshire,-10,18,SC,UKM,69982,92380,SNP,SNP,#fff293
S14000022,Edinburgh East,-5,19,SC,UKM,67141,96872,SNP,SNP,#fff293
S14000023,Edinburgh North and Leith,-6,19,SC,UKM,80910,111065,SNP,SNP,#fff293
S14000024,Edinburgh South,-5,18,SC,UKM,65801,88728,Labour,Lab,#dd0018
S14000025,Edinburgh South West,-6,18,SC,UKM,72149,101284,SNP,SNP,#fff293
S14000026,Edinburgh West,-7,19,SC,UKM,71717,94731,SNP,SNP,#fff293
S14000027,Na h-Eileanan an Iar,-8,26,SC,UKM,21769,27250,SNP,SNP,#fff293
S14000028,Falkirk,-7,21,SC,UKM,83380,111872,SNP,SNP,#fff293
S14000029,Glasgow Central,-9,19,SC,UKM,70945,91166,SNP,SNP,#fff293
S14000030,Glasgow East,-8,18,SC,UKM,70378,89140,SNP,SNP,#fff293
S14000031,Glasgow North,-9,20,SC,UKM,60169,71997,SNP,SNP,#fff293
S14000032,Glasgow North East,-9,21,SC,UKM,66678,85826,SNP,SNP,#fff293
S14000033,Glasgow North West,-10,21,SC,UKM,68418,87060,SNP,SNP,#fff293
S14000034,Glasgow South,-9,18,SC,UKM,74051,88617,SNP,SNP,#fff293
S14000035,Glasgow South West,-10,19,SC,UKM,66209,85844,SNP,SNP,#fff293
S14000036,Glenrothes,-4,22,SC,UKM,69781,89042,SNP,SNP,#fff293
S14000037,Gordon,-5,25,SC,UKM,79393,102856,SNP,SNP,#fff293
S14000038,Inverclyde,-11,21,SC,UKM,59350,79860,SNP,SNP,#fff293
S14000039,"Inverness, Nairn, Badenoch and Strathspey",-7,25,SC,UKM,77628,103356,SNP,SNP,#fff293
S14000040,Kilmarnock and Loudoun,-7,16,SC,UKM,75250,96159,SNP,SNP,#fff293
S14000041,Kirkcaldy and Cowdenbeath,-5,21,SC,UKM,75941,97838,SNP,SNP,#fff293
S14000042,Lanark and Hamilton East,-7,17,SC,UKM,79962,98138,SNP,SNP,#fff293
S14000043,Linlithgow and East Falkirk,-6,20,SC,UKM,86955,114250,SNP,SNP,#fff293
S14000044,Livingston,-7,18,SC,UKM,82373,108668,SNP,SNP,#fff293
S14000045,Midlothian,-6,17,SC,UKM,67875,86210,SNP,SNP,#fff293
S14000046,Moray,-6,24,SC,UKM,71685,94750,SNP,SNP,#fff293
S14000047,Motherwell and Wishaw,-8,19,SC,UKM,70283,91843,SNP,SNP,#fff293
S14000048,North Ayrshire and Arran,-11,18,SC,UKM,75791,94066,SNP,SNP,#fff293
S14000049,North East Fife,-4,23,SC,UKM,62003,80656,SNP,SNP,#fff293
S14000050,Ochil and South Perthshire,-6,22,SC,UKM,77370,101185,SNP,SNP,#fff293
S14000051,Orkney and Shetland,-5,28,SC,UKM,34552,44820,Liberal Democrats,LD,#ffa331
S14000052,Paisley and Renfrewshire North,-10,20,SC,UKM,66206,88981,SNP,SNP,#fff293
S14000053,Paisley and Renfrewshire South,-11,19,SC,UKM,61281,85249,SNP,SNP,#fff293
S14000054,Perth and North Perthshire,-7,23,SC,UKM,72459,98885,SNP,SNP,#fff293
S14000055,"Ross, Skye and Lochaber",-7,24,SC,UKM,54169,68433,SNP,SNP,#fff293
S14000056,Rutherglen and Hamilton West,-9,17,SC,UKM,82830,105406,SNP,SNP,#fff293
S14000057,Stirling,-7,22,SC,UKM,67236,91580,SNP,SNP,#fff293
S14000058,West Aberdeenshire and Kincardine,-4,24,SC,UKM,73445,96233,SNP,SNP,#fff293
S14000059,West Dunbartonshire,-9,22,SC,UKM,69208,89730,SNP,SNP,#fff293
W07000041,Ynys Môn,-14,1,WA,UKL,49939,69794,Plaid Cymru,PD,#00d4a7
W07000042,Delyn,-11,1,WA,UKL,53639,69801,Labour,Lab,#dd0018
W07000043,Alyn and Deeside,-10,1,WA,UKL,62016,85354,Labour,Lab,#dd0018
W07000044,Wrexham,-9,0,WA,UKL,50992,70655,Labour,Lab,#dd0018
W07000045,Llanelli,-14,-8,WA,UKL,59314,82826,Labour,Lab,#dd0018
W07000046,Gower,-14,-9,WA,UKL,61820,79176,Conservative,Con,#005af0
W07000047,Swansea West,-13,-8,WA,UKL,58776,83573,Labour,Lab,#dd0018
W07000048,Swansea East,-13,-7,WA,UKL,58011,82731,Labour,Lab,#dd0018
W07000049,Aberavon,-12,-8,WA,UKL,49821,68203,Labour,Lab,#dd0018
W07000050,Cardiff Central,-9,-8,WA,UKL,57456,93276,Labour,Lab,#dd0018
W07000051,Cardiff North,-10,-7,WA,UKL,67196,90507,Conservative,Con,#005af0
W07000052,Rhondda,-11,-6,WA,UKL,51811,69278,Labour,Lab,#dd0018
W07000053,Torfaen,-9,-5,WA,UKL,61896,82378,Labour,Lab,#dd0018
W07000054,Monmouth,-8,-5,WA,UKL,62248,85613,Conservative,Con,#005af0
W07000055,Newport East,-8,-6,WA,UKL,56015,81090,Labour,Lab,#dd0018
W07000056,Newport West,-9,-7,WA,UKL,62137,88258,Labour,Lab,#dd0018
